"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union","rec_ID"
"15-49",7681,NA,NA,NA,NA,63.2,50.6864,20.9824,NA,NA,NA,NA,"MW","0",NA,NA,1,616,"Poland",2014,2014,2014,2014,"2014 HIS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7681_2014_NA"
"15-49",3281,NA,NA,"Data pertain to the Mainland of Portugal (excluding the Autonomous Regions of Azores and Madeira).","Data pertain to women exposed to the risk of pregnancy.",76.25,37.71,38.54,NA,"Data pertain to the Mainland of Portugal (excluding the Autonomous Regions of Azores and Madeira).","+",NA,"MW","0",NA,NA,0,620,"Portugal",1979,1980,1979.747945,1980.245902,"1979-1980 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3281_1979_Data pertain to the Mainland of Portugal (excluding the Autonomous Regions of Azores and Madeira)."
"15-55",2943,NA,NA,NA,"Data pertain to sexually active, non-pregnant women.",85.10853401,NA,NA,NA,NA,NA,NA,"SA","-",NA,NA,0,620,"Portugal",2005,2006,2005,2006,"2005-2006 HS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2943_2005_NA"
"15-49",6013,NA,NA,NA,"Data pertain to non-pregnant women.",73.88698605,NA,NA,NA,NA,"+",NA,"MW","0",NA,NA,0,620,"Portugal",2014,2014,2014.665753,2014.915068,"2014 HS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_6013_2014_NA"
"15-49",2729,NA,NA,NA,NA,69.4,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,630,"Puerto Rico",1982,1982,1982,1982,"1982 FFPA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2729_1982_NA"
"15-49",2858,NA,NA,NA,NA,77.7,67.6,10.1,4,NA,NA,NA,"MW","0",NA,NA,0,630,"Puerto Rico",1995,1996,1995.835616,1996.579235,"1995-1996 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2858_1995_NA"
"15-49",109,NA,NA,NA,NA,32.3,28.9,3.4,NA,NA,NA,NA,"MW","0",NA,NA,1,634,"Qatar",1987,1987,1987,1987,"1987 CHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_109_1987_NA"
"15-49",671,NA,NA,"Data pertain to nationals of the country.",NA,43.2,32.3,10.9,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,634,"Qatar",1998,1998,1998,1998,"1998 FHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_671_1998_Data pertain to nationals of the country."
"15-49",5463,NA,NA,NA,NA,37.52185226,34.27942935,3.242422911,12.4,NA,NA,NA,"MW","0",NA,NA,1,634,"Qatar",2012,2012,2012,2012,"2012 MICS","MICS",0,"qtwm4",0.060795323,0.149393134,0.089040688,0.013668751,0.004683422,0.017307768,1,"1_5463_2012_NA"
"15-44",5164,NA,"Methods estimated based on ever-use.",NA,NA,16,14,2,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1965,1965,1965,1965,"1965 FFPS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5164_1965_NA"
"15-44",5165,NA,NA,NA,NA,20,15,5,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1966,1966,1966,1966,"1966 FFPS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5165_1966_NA"
"15-44",124,NA,NA,NA,NA,24.24047925,20.06846384,4.172015404,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1971,1971,1971,1971,"1971 FAS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_124_1971_NA"
"15-49",34,NA,NA,NA,NA,34.9,27,7.9,NA,NA,NA,NA,"MW","0",NA,NA,0,410,"Republic of Korea",1974,1974,1974.580822,1974.99726,"1974 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_34_1974_NA"
"15-44",5171,NA,NA,NA,NA,44.2,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1976,1976,1976,1976,"1976 Evaluation Survey","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5171_1976_NA"
"15-44",4548,NA,NA,NA,NA,54.5,43.1,11.4,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1979,1979,1979,1979,"1979 CPS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4548_1979_NA"
"15-44",2730,NA,NA,NA,NA,57.7,47.4,10.3,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1982,1982,1982,1982,"1982 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2730_1982_NA"
"15-44",2755,NA,NA,NA,NA,70.4,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1985,1985,1985,1985,"1985 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2755_1985_NA"
"15-44",2787,NA,NA,NA,NA,77.1,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1988,1988,1988,1988,"1988 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2787_1988_NA"
"15-44",2815,NA,NA,NA,NA,79.4,69.5,9.9,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1991,1991,1991,1991,"1991 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2815_1991_NA"
"15-44",2844,NA,NA,NA,NA,77.4,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1994,1994,1994,1994,"1994 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2844_1994_NA"
"15-44",2878,NA,NA,NA,NA,80.5,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",1997,1997,1997,1997,"1997 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2878_1997_NA"
"15-44",3171,NA,NA,NA,NA,79.3,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",2000,2000,2000,2000,"2000 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3171_2000_NA"
"15-44",3172,NA,NA,NA,NA,84.5,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",2003,2003,2003,2003,"2003 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3172_2003_NA"
"20-44",4979,NA,NA,NA,NA,80.2,NA,NA,NA,NA,NA,NA,"MW","+",NA,NA,0,410,"Republic of Korea",2005,2005,2005,2005,"2005 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4979_2005_NA"
"15-44",3173,NA,NA,NA,NA,79.6,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",2006,2006,2006,2006,"2006 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3173_2006_NA"
"15-44",4980,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,410,"Republic of Korea",2009,2009,2009,2009,"2009 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4980_2009_NA"
"20-44",7439,NA,NA,NA,"Data pertains to married women only.",77.1,NA,NA,NA,NA,NA,"+-","MW","+",NA,NA,0,410,"Republic of Korea",2012,2012,2012,2012,"2012 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7439_2012_NA"
"20-49",7440,NA,NA,NA,"Data pertains to married women only.",79.6,NA,NA,NA,NA,NA,"+-","MW","+",NA,NA,0,410,"Republic of Korea",2015,2015,2015,2015,"2015 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7440_2015_NA"
"20-49",7736,NA,NA,NA,NA,82.3,NA,NA,NA,NA,NA,NA,"MW","+",NA,NA,0,410,"Republic of Korea",2018,2018,2018,2018,"2018 NFFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7736_2018_NA"
"15-44",24,NA,NA,NA,NA,73.7,50.1,23.6,6.7,NA,NA,NA,"MW","?",NA,NA,0,498,"Republic of Moldova",1997,1997,1997.665753,1997.745205,"1997 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_24_1997_NA"
"15-49",2900,NA,NA,NA,NA,62.39323444,43.70653872,18.68669572,NA,NA,NA,NA,"MW","0",NA,NA,0,498,"Republic of Moldova",2000,2000,2000.521858,2000.677596,"2000 MICS","MICS",0,"mbwm2",0.04360979,0.065275558,NA,0.009681589,0.008960858,NA,1,"1_2900_2000_NA"
"15-49",1820,NA,NA,NA,NA,67.77526185,43.84448762,23.93077423,11.36698085,NA,NA,NA,"MW","0",NA,NA,0,498,"Republic of Moldova",2005,2005,2005.413699,2005.663014,"2005 DHS","DHS",0,"mb53",0.038311642,0.046103969,0.058073658,0.008487154,0.007534392,0.00489056,1,"1_1820_2005_NA"
"15-49",5013,NA,NA,NA,NA,59.45506793,42.31697303,17.13809491,9.5,NA,NA,NA,"MW","0",NA,NA,0,498,"Republic of Moldova",2012,2012,2012.29235,2012.494536,"2012 MICS","MICS",0,"mbwm4",0.039914773,0.053178688,0.05958789,0.009236791,0.007290356,0.006868869,1,"1_5013_2012_NA"
"15-49",9033,NA,NA,NA,NA,56,43.9,12.1,21.2,NA,NA,NA,"MW","0",NA,NA,0,498,"Republic of Moldova",2020,2020,2020.038251,2020.453552,"2020 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_9033_2020_NA"
"15-49",2800,NA,"Traditional methods include folk methods.",NA,NA,72.9,67.2,5.8,NA,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,638,"Réunion",1990,1990,1990.2,1990.2,"1990 Survey","CPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2800_1990_NA"
"15-44",201,NA,NA,NA,NA,57.3,13.9,43.4,11.4,NA,NA,NA,"MW","?",NA,NA,1,642,"Romania",1993,1993,1993,1993,"1993 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_201_1993_NA"
"15-44",806,NA,NA,NA,NA,63.8,29.5,34.3,5.6,NA,NA,NA,"MW","?",NA,NA,1,642,"Romania",1999,1999,1999.49589,1999.830137,"1999 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_806_1999_NA"
"15-44",2937,NA,NA,NA,NA,70.3,38.2,32.2,11.9,NA,NA,NA,"MW","?",NA,NA,0,642,"Romania",2004,2004,2004,2004,"2004 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2937_2004_NA"
"18-49",5442,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,"Data pertain to women with co-resident male partner.",69.8,50.5,19.4,NA,NA,NA,NA,"MW","+","+",NA,1,642,"Romania",2005,2005,2005.849315,2005.961644,"2005 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5442_2005_NA"
"20-49",112,NA,NA,NA,NA,62.5,44.4,18.1,NA,NA,NA,NA,"MW","+",NA,NA,0,643,"Russian Federation",1992,1993,1992.497268,1993.227397,"1992-1993 RLMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_112_1992_NA"
"20-49",797,NA,NA,NA,NA,66.8,48.6,18.2,NA,NA,NA,NA,"MW","+",NA,NA,0,643,"Russian Federation",1994,1994,1994.832877,1994.99726,"1994 RLMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_797_1994_NA"
"20-49",11,NA,NA,NA,NA,63.4,47.5,16,NA,NA,NA,NA,"MW","+",NA,NA,0,643,"Russian Federation",1995,1995,1995.747945,1995.915068,"1995 RLMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_11_1995_NA"
"20-49",754,NA,NA,NA,NA,65.3,47.1,18.3,NA,NA,NA,NA,"MW","+",NA,NA,0,643,"Russian Federation",1996,1996,1996.748634,1996.915301,"1996 RLMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_754_1996_NA"
"18-49",4974,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,68.5,56.6,11.9,NA,NA,NA,NA,"MW","+","+",NA,1,643,"Russian Federation",2004,2004,2004,2004,"2004 GGP","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4974_2004_NA"
"18-49",5443,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,68.5,53,15.5,NA,NA,NA,NA,"MW","+","+",NA,1,643,"Russian Federation",2004,2004,2004.415301,2004.663934,"2004 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5443_2004_NA"
"21-49",4975,NA,"Modern methods exclude female and male sterilisation.",NA,NA,63,51.5,11.5,NA,NA,NA,NA,"MW","+","-",NA,1,643,"Russian Federation",2007,2007,2007,2007,"2007 GGP","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4975_2007_NA"
"21-49",7489,NA,NA,NA,NA,63.2,49.8,13.4,NA,NA,NA,NA,"MW","+",NA,NA,1,643,"Russian Federation",2007,2007,2007,2007.99726,"2007 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7489_2007_NA"
"18-49",6008,"Preliminary data.",NA,NA,NA,64.9,54.4,9.6,NA,NA,NA,NA,"MW","+",NA,NA,1,643,"Russian Federation",2010,2011,2010.49589,2011.161644,"2010 RLMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_6008_2010_NA"
"15-44",5551,NA,NA,NA,NA,68,55,13,8,NA,NA,NA,"MW","?",NA,NA,0,643,"Russian Federation",2011,2011,2011,2011,"2011 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5551_2011_NA"
"15-50",698,NA,NA,NA,"Data pertain to fecund women.",11,0.9,10.1,NA,NA,"+",NA,"MW","0",NA,NA,0,646,"Rwanda",1983,1983,1983,1983,"1983 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_698_1983_NA"
"15-49",1854,NA,NA,NA,NA,21.17515502,12.91329359,8.261861428,38.21553842,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",1992,1992,1992.415301,1992.830601,"1992 DHS","DHS",0,"rw21",0.076461105,0.075850936,0.043550911,0.008499562,0.005668587,0.009948188,1,"1_1854_1992_NA"
"15-49",1855,NA,NA,NA,NA,13.24439066,5.666335125,7.578055539,36.3748063,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2000,2000,2000.415301,2000.663934,"2000 DHS","DHS",0,"rw41",0.092395582,0.061133649,0.036321296,0.00490883,0.004244207,0.007718735,1,"1_1855_2000_NA"
"15-49",1717,NA,NA,NA,NA,17.38191849,9.810457358,7.571461135,38.46575688,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2005,2005,2005.084932,2005.578082,"2005 DHS","DHS",0,"rw53",0.055814217,0.059221194,0.032759825,0.004912974,0.004122683,0.007100127,1,"1_1717_2005_NA"
"15-49",2524,NA,NA,NA,NA,36.37142336,27.08944945,9.281973911,34.36382125,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2007,2008,2007.915068,2008.327869,"2007-2008 DHS Interim","National survey",0,"rw5a",0.053778093,0.079000023,0.044602243,0.010073981,0.006290006,0.009729873,1,"1_2524_2007_NA"
"15-49",5066,NA,NA,NA,NA,51.58333056,44.50372999,7.079600571,20.80017658,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2010,2011,2010.665753,2011.243836,"2010 DHS","DHS",0,"rw61",0.029843429,0.051340477,0.038818259,0.007206557,0.003310065,0.005667876,1,"1_5066_2010_NA"
"15-49",5796,NA,NA,NA,NA,53.24877693,46.64303949,6.605737441,18.9465896,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2014,2015,2014.832877,2015.326027,"2014-2015 DHS","DHS",0,"rw70",0.032560178,0.058789454,0.039537734,0.007763234,0.003465554,0.00565053,1,"1_5796_2014_NA"
"15-49",7862,NA,NA,NA,NA,64.12140424,56.95625158,7.165152656,13.63517016,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2019,2020,2019.832877,2020.412568,"2019-2020 DHS","DHS",0,"rw81",0.030907268,0.057280219,0.045968792,0.007128778,0.003582742,0.004988947,1,"1_7862_2019_NA"
"15-44",2748,NA,NA,NA,NA,40.6,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,659,"Saint Kitts and Nevis",1984,1984,1984,1984,"1984 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2748_1984_NA"
"15-44",2720,NA,NA,NA,"Data pertain to women exposed to the risk of pregnancy.",52.2,NA,NA,NA,NA,"+",NA,"MW","?",NA,NA,0,662,"Saint Lucia",1981,1981,1981,1981,"1981 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2720_1981_NA"
"15-44",2788,NA,NA,NA,NA,47.3,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,662,"Saint Lucia",1988,1988,1988,1988,"1988 CCPS","CCPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2788_1988_NA"
"15-49",5027,NA,NA,NA,NA,55.47194257,52.43291983,3.039022743,17,NA,NA,NA,"MW","0",NA,NA,1,662,"Saint Lucia",2011,2012,2011,2012,"2012 MICS","MICS",0,"sawm4",0.085902167,0.249436421,0.128419639,0.020917396,0.007175845,0.018794647,1,"1_5027_2011_NA"
"15-44",2721,NA,NA,NA,"Data pertain to women exposed to the risk of pregnancy.",55.5,51.6,2.3,NA,NA,"+",NA,"MW","?",NA,NA,0,670,"Saint Vincent and the Grenadines",1981,1981,1981,1981,"1981 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2721_1981_NA"
"15-44",2789,NA,NA,NA,NA,58.3,NA,NA,NA,NA,NA,NA,"MW","?",NA,NA,0,670,"Saint Vincent and the Grenadines",1988,1988,1988,1988,"1988 CCPS","CCPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2789_1988_NA"
"15-49",3358,NA,"Traditional methods include folk methods.",NA,NA,28.7,26.7,2,47.7,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,882,"Samoa",2009,2009,2009.580822,2009.745205,"2009 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3358_2009_NA"
"15-49",6014,NA,NA,NA,NA,26.9,24.3,2.6,34.8,NA,NA,NA,"MW","0",NA,NA,0,882,"Samoa",2014,2014,2014.49589,2014.580822,"2014 DHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_6014_2014_NA"
"15-49",7864,NA,NA,NA,NA,16.585864,15.76975966,0.682459831,38.90267212,NA,NA,NA,"MW","0",NA,NA,0,882,"Samoa",2019,2020,2019.80274,2020.120219,"2019-2020 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7864_2019_NA"
"15-49",1899,NA,NA,NA,NA,29.28015017,27.98175495,1.298395226,NA,NA,NA,NA,"MW","0",NA,NA,0,678,"Sao Tome and Principe",2000,2000,2000.581967,2000.745902,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1899_2000_NA"
"15-49",20,NA,NA,NA,NA,30.7,28.5,2.2,NA,NA,NA,NA,"MW","0",NA,NA,1,678,"Sao Tome and Principe",2006,2006,2006.372603,2006.465753,"2006 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_20_2006_NA"
"15-49",2556,NA,NA,NA,NA,38.38906907,33.68414859,4.704920474,37.55342603,NA,NA,NA,"MW","0",NA,NA,0,678,"Sao Tome and Principe",2008,2009,2008.666667,2009.082192,"2008-2009 DHS","DHS",0,"st51",0.086540897,0.171328047,0.08880678,0.019019011,0.007550044,0.020493198,1,"1_2556_2008_NA"
"15-49",5644,NA,NA,NA,NA,40.48463076,37.39247534,3.092155421,32.67369553,NA,NA,NA,"MW","0",NA,NA,1,678,"Sao Tome and Principe",2014,2014,2014,2014,"2014 MICS","MICS",0,"stwm5",0.060966639,0.159496595,0.06581488,0.013515118,0.004493772,0.013198513,1,"1_5644_2014_NA"
"15-49",7599,NA,NA,NA,NA,49.68205437,46.02147994,3.501399019,27.0791809,NA,NA,NA,"MW","0",NA,NA,1,678,"Sao Tome and Principe",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7599_2019_NA"
"15-49",194,NA,NA,"Data pertain to nationals of the country.",NA,31.8,28.5,3.3,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,682,"Saudi Arabia",1996,1997,1996.666667,1997.079452,"1996-1997 FHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_194_1996_Data pertain to nationals of the country."
"15-49",169,NA,NA,"Data pertain to nationals of the country.",NA,20.8,NA,NA,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,682,"Saudi Arabia",1999,1999,1999.123288,1999.123288,"1999 DS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_169_1999_Data pertain to nationals of the country."
"15-49",3297,NA,NA,"Data pertain to nationals of the country.",NA,23.8,NA,NA,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,682,"Saudi Arabia",2007,2007,2007.123288,2007.123288,"2007 DS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3297_2007_Data pertain to nationals of the country."
"15-49",7336,NA,NA,"Data pertain to nationals of the country.",NA,24.64637039,20.85437997,3.791990423,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,1,682,"Saudi Arabia",2016,2016,2016.325137,2016.431694,"2016 DS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7336_2016_Data pertain to nationals of the country."
"15-49",9052,"Method-specific rates did not add up to total contraceptive prevalence.",NA,NA,NA,27.6,24.4,3.2,NA,NA,NA,NA,"MW","0",NA,NA,1,682,"Saudi Arabia",2019,2019,2019,2019,"2019 WHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_9052_2019_NA"
"15-49",44,NA,NA,NA,NA,3.9,0.6,3.3,NA,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",1978,1978,1978.309589,1978.827397,"1978 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_44_1978_NA"
"15-49",1794,NA,NA,NA,NA,4.607609988,2.378121284,2.229488704,37,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",1986,1986,1986.246575,1986.578082,"1986 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1794_1986_NA"
"15-49",1730,NA,NA,NA,NA,7.483146067,4.786516854,2.696629213,28.83146067,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",1992,1993,1992.833333,1993.663014,"1992-1993 DHS","DHS",0,"sn22",0.114352562,0.147225031,0.044966385,0.005172507,0.003832881,0.008807748,1,"1_1730_1992_NA"
"15-49",1795,NA,NA,NA,NA,12.93624691,8.126650667,4.809596242,34.98580816,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",1997,1997,1997,1997.326027,"1997 DHS","DHS",0,"sn32",0.097404794,0.090560318,0.035036272,0.007157434,0.004029943,0.007769649,1,"1_1795_1997_NA"
"15-49",1867,NA,"Traditional methods include folk methods.",NA,NA,10.5,8.2,2.3,NA,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,686,"Senegal",1999,1999,1999.747945,1999.99726,"1999 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1867_1999_NA"
"15-49",1705,NA,NA,NA,NA,11.81785479,10.31079922,1.50705557,31.97595012,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2005,2005,2005.084932,2005.410959,"2005 DHS","DHS",0,"sn4a",0.0727369,0.119873669,0.029526405,0.006677956,0.001751817,0.006047418,1,"1_1705_2005_NA"
"15-49",5274,NA,NA,NA,NA,13.13026468,12.09578152,1.034483162,30.08722795,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2010,2011,2010.747945,2011.326027,"2010-2011 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5274_2010_NA"
"15-49",5490,NA,NA,NA,NA,17.83792079,16.08999249,1.747928299,29.20973888,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2012,2013,2012.666667,2013.493151,"2012-2013 DHS","DHS",0,"sn6d",0.072646561,0.129031822,0.04133552,0.009696974,0.002158651,0.008102333,1,"1_5490_2012_NA"
"15-49",5779,NA,NA,NA,NA,22.16176502,20.28152249,1.880242528,25.55783356,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2014,2014,2014,2014.830137,"2014 DHS","DHS",0,"sn70",0.066379883,0.146910048,0.046544633,0.010679321,0.002691562,0.009196804,1,"1_5779_2014_NA"
"15-49",5955,NA,NA,NA,NA,23.33017002,21.11548802,2.214682001,25.24116792,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2015,2015,2015,2015.830137,"2015 DHS","DHS",0,"sn7h",0.066938519,0.123383054,0.048750854,0.011114861,0.002663296,0.009016747,1,"1_5955_2015_NA"
"15-49",7370,NA,NA,NA,NA,25.13257283,23.01135006,2.121222775,23.62047382,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2016,2016,2016,2016.830601,"2016 DHS","DHS",0,"sn7i",0.054205013,0.135692717,0.044681784,0.009654763,0.002841209,0.008044589,1,"1_7370_2016_NA"
"15-49",7630,NA,NA,NA,NA,27.75149425,26.21544594,1.536048307,21.93623069,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2017,2017,2017.246575,2017.99726,"2017 DHS","DHS",0,"sn7z",0.040364456,0.105151834,0.02971438,0.00777771,0.001582772,0.005266727,1,"1_7630_2017_NA"
"15-49",7866,NA,NA,NA,NA,27.14420613,25.01444965,2.129756479,20.59893587,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2018,2018,2018.413699,2018.99726,"2018 DHS","DHS",0,"sn80",0.048359284,0.187155843,0.038561627,0.009059299,0.003892425,0.00629386,1,"1_7866_2018_NA"
"15-49",7867,NA,NA,NA,NA,26.87180145,25.44618365,1.425617797,21.6712968,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2019,2019,2019,2019,"2019 DHS","DHS",0,"sn8a",0.052970085,0.148876263,0.043444402,0.010051047,0.002096531,0.007132007,1,"1_7867_2019_NA"
"15-49",2901,NA,NA,NA,NA,58.7,33,25.8,NA,NA,NA,NA,"MW","0",NA,NA,1,688,"Serbia",2000,2000,2000.467213,2000.54918,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2901_2000_NA"
"15-49",2557,NA,NA,NA,NA,41.29240737,18.96374143,22.32866593,NA,NA,NA,NA,"MW","0",NA,NA,1,688,"Serbia",2005,2006,2005.747945,2006.082192,"2005-2006 MICS","MICS",0,"sbwm3",0.053529952,0.066310868,NA,0.008018868,0.011162128,NA,1,"1_2557_2005_NA"
